timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent
2026-03-22T00:42:18.982830827,151.101.125.91,10.0.2.15,443,42474,TCP,60
2026-03-22T00:42:18.983054331,10.0.2.15,151.101.125.91,0,0,TLSV1.3,85
2026-03-22T00:42:18.983519033,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:18.986122485,151.101.125.91,10.0.2.15,0,0,TLSV1.3,119
2026-03-22T00:42:18.986142289,10.0.2.15,151.101.125.91,42474,443,TCP,54
2026-03-22T00:42:18.993874564,10.0.2.15,151.101.125.91,0,0,TLSV1.3,85
2026-03-22T00:42:18.994526875,151.101.125.91,10.0.2.15,443,42474,TCP,60
2026-03-22T00:42:19.123565851,151.101.125.91,10.0.2.15,0,0,TLSV1.3,386
2026-03-22T00:42:19.123593767,10.0.2.15,151.101.125.91,42474,443,TCP,54
2026-03-22T00:42:19.766119853,10.0.2.15,142.250.139.97,40626,443,TCP,74
2026-03-22T00:42:19.856852054,10.0.2.15,185.199.111.153,0,0,TLSV1.3,211
2026-03-22T00:42:19.857988776,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.859644704,10.0.2.15,185.199.111.153,0,0,TLSV1.3,166
2026-03-22T00:42:19.860341851,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.861247675,142.250.139.97,10.0.2.15,443,40626,TCP,60
2026-03-22T00:42:19.861274737,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:19.870930486,10.0.2.15,142.250.139.97,0,0,TLSV1.3,571
2026-03-22T00:42:19.871689705,142.250.139.97,10.0.2.15,443,40626,TCP,60
2026-03-22T00:42:19.887110221,10.0.2.15,185.199.111.153,0,0,TLSV1.3,148
2026-03-22T00:42:19.887674199,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.898571829,10.0.2.15,185.199.111.153,0,0,TLSV1.3,152
2026-03-22T00:42:19.899042769,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.899528882,10.0.2.15,185.199.111.153,0,0,TLSV1.3,153
2026-03-22T00:42:19.899966998,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.900188208,10.0.2.15,185.199.111.153,0,0,TLSV1.3,150
2026-03-22T00:42:19.900580790,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.909134790,10.0.2.15,185.199.111.153,0,0,TLSV1.3,159
2026-03-22T00:42:19.910217230,185.199.111.153,10.0.2.15,443,57034,TCP,60
2026-03-22T00:42:19.911280076,185.199.111.153,10.0.2.15,0,0,TLSV1.3,210
2026-03-22T00:42:19.913457901,185.199.111.153,10.0.2.15,0,0,TLSV1.3,199
2026-03-22T00:42:19.915163661,10.0.2.15,185.199.111.153,57034,443,TCP,54
2026-03-22T00:42:19.917277874,142.250.139.97,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:19.917319589,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:19.917278047,142.250.139.97,10.0.2.15,443,40626,TCP,1494
2026-03-22T00:42:19.917413680,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:19.918140067,142.250.139.97,10.0.2.15,0,0,TLSV1.3,1969
2026-03-22T00:42:19.918153568,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:19.919798580,10.0.2.15,185.199.111.153,57034,443,TCP,54
2026-03-22T00:42:20.005254575,185.199.111.153,10.0.2.15,0,0,TLSV1.3,659
2026-03-22T00:42:20.005301272,10.0.2.15,185.199.111.153,57034,443,TCP,54
2026-03-22T00:42:20.225207051,10.0.2.15,10.10.10.10,0,0,DNS,81
2026-03-22T00:42:20.225908200,10.0.2.15,10.10.10.10,0,0,DNS,81
2026-03-22T00:42:20.349984348,10.10.10.10,10.0.2.15,0,0,DNS,132
2026-03-22T00:42:20.349984617,10.10.10.10,10.0.2.15,0,0,DNS,144
2026-03-22T00:42:20.367991672,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:20.368467442,142.250.139.97,10.0.2.15,443,40626,TCP,60
2026-03-22T00:42:20.369943939,10.0.2.15,142.250.137.94,39174,80,TCP,74
2026-03-22T00:42:20.719858935,142.250.139.97,10.0.2.15,443,40626,TCP,60
2026-03-22T00:42:20.720104204,10.0.2.15,142.250.139.97,40626,443,TCP,54
2026-03-22T00:42:20.719859223,142.250.137.94,10.0.2.15,80,39174,TCP,60
2026-03-22T00:42:20.720240607,10.0.2.15,142.250.137.94,39174,80,TCP,54
2026-03-22T00:42:20.722000943,10.0.2.15,142.250.137.94,0,0,OCSP,430
2026-03-22T00:42:20.722547532,142.250.137.94,10.0.2.15,80,39174,TCP,60
2026-03-22T00:42:20.893480850,10.0.2.15,151.101.125.91,0,0,TLSV1.3,175
2026-03-22T00:42:20.894306807,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:20.896029779,142.250.137.94,10.0.2.15,0,0,OCSP,1157
2026-03-22T00:42:20.896056425,10.0.2.15,142.250.137.94,39174,80,TCP,54
2026-03-22T00:42:20.941617477,151.101.125.91,10.0.2.15,0,0,TLSV1.3,148
2026-03-22T00:42:20.941646989,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:21.383648293,10.0.2.15,151.101.125.91,0,0,TLSV1.3,180
2026-03-22T00:42:21.384212652,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:21.412418822,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:21.412448578,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:21.443860645,10.0.2.15,151.101.125.91,0,0,TLSV1.3,176
2026-03-22T00:42:21.444461112,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:21.469502774,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:21.469537292,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:21.530185486,10.0.2.15,151.101.125.91,0,0,TLSV1.3,181
2026-03-22T00:42:21.530956832,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:21.555796948,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:21.555828056,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:21.580806575,10.0.2.15,151.101.125.91,0,0,TLSV1.3,173
2026-03-22T00:42:21.581441184,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:21.609838506,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:21.609867988,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:22.117290264,10.0.2.15,151.101.125.91,0,0,TLSV1.3,187
2026-03-22T00:42:22.118171799,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:22.143537984,151.101.125.91,10.0.2.15,0,0,TLSV1.3,148
2026-03-22T00:42:22.143566905,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:22.224141439,10.0.2.15,151.101.125.91,0,0,TLSV1.3,165
2026-03-22T00:42:22.225385801,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:22.249970537,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:22.249999208,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:22.281269902,10.0.2.15,151.101.125.91,0,0,TLSV1.3,173
2026-03-22T00:42:22.281824329,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:22.288110398,10.0.2.15,10.10.10.10,0,0,DNS,98
2026-03-22T00:42:22.289751498,10.0.2.15,10.10.10.10,0,0,DNS,98
2026-03-22T00:42:22.306990691,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:22.306990999,10.10.10.10,10.0.2.15,0,0,DNS,114
2026-03-22T00:42:22.309928854,10.10.10.10,10.0.2.15,0,0,DNS,126
2026-03-22T00:42:22.310482021,10.0.2.15,142.250.139.95,52742,443,TCP,74
2026-03-22T00:42:22.345338582,142.250.139.95,10.0.2.15,443,52742,TCP,60
2026-03-22T00:42:22.345489268,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.349199792,10.0.2.15,142.250.139.95,0,0,TLSV1.3,571
2026-03-22T00:42:22.349788912,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:22.349966501,142.250.139.95,10.0.2.15,443,52742,TCP,60
2026-03-22T00:42:22.396497549,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2934
2026-03-22T00:42:22.396528841,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.398080956,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1685
2026-03-22T00:42:22.398101140,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.445005440,10.0.2.15,151.101.125.91,0,0,TLSV1.3,174
2026-03-22T00:42:22.445797284,151.101.125.91,10.0.2.15,443,42470,TCP,60
2026-03-22T00:42:22.450453458,10.0.2.15,142.250.137.94,39178,80,TCP,74
2026-03-22T00:42:22.469500993,151.101.125.91,10.0.2.15,0,0,TLSV1.3,124
2026-03-22T00:42:22.469531917,10.0.2.15,151.101.125.91,42470,443,TCP,54
2026-03-22T00:42:22.474678827,142.250.137.94,10.0.2.15,80,39178,TCP,60
2026-03-22T00:42:22.474721301,10.0.2.15,142.250.137.94,39178,80,TCP,54
2026-03-22T00:42:22.475272002,10.0.2.15,142.250.137.94,0,0,OCSP,430
2026-03-22T00:42:22.475706655,142.250.137.94,10.0.2.15,80,39178,TCP,60
2026-03-22T00:42:22.510647095,10.0.2.15,10.10.10.10,0,0,DNS,96
2026-03-22T00:42:22.511368191,10.0.2.15,10.10.10.10,0,0,DNS,96
2026-03-22T00:42:22.531151940,10.10.10.10,10.0.2.15,0,0,DNS,112
2026-03-22T00:42:22.531152182,10.10.10.10,10.0.2.15,0,0,DNS,180
2026-03-22T00:42:22.553525821,142.250.137.94,10.0.2.15,0,0,OCSP,1157
2026-03-22T00:42:22.553556539,10.0.2.15,142.250.137.94,39178,80,TCP,54
2026-03-22T00:42:22.580416915,10.0.2.15,10.10.10.10,0,0,DNS,96
2026-03-22T00:42:22.586963045,10.0.2.15,142.250.139.95,0,0,TLSV1.3,134
2026-03-22T00:42:22.587917825,10.0.2.15,142.250.139.95,0,0,TLSV1.3,224
2026-03-22T00:42:22.588382522,142.250.139.95,10.0.2.15,443,52742,TCP,60
2026-03-22T00:42:22.589308567,10.0.2.15,142.250.139.95,0,0,TLSV1.3,617
2026-03-22T00:42:22.589877635,142.250.139.95,10.0.2.15,443,52742,TCP,60
2026-03-22T00:42:22.601458035,10.10.10.10,10.0.2.15,0,0,DNS,180
2026-03-22T00:42:22.602122465,10.0.2.15,34.107.243.93,38246,443,TCP,74
2026-03-22T00:42:22.613934483,142.250.139.95,10.0.2.15,0,0,TLSV1.3,702
2026-03-22T00:42:22.613962862,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.613934780,142.250.139.95,10.0.2.15,0,0,TLSV1.3,85
2026-03-22T00:42:22.614047397,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.614801898,10.0.2.15,142.250.139.95,0,0,TLSV1.3,85
2026-03-22T00:42:22.615120763,142.250.139.95,10.0.2.15,443,52742,TCP,60
2026-03-22T00:42:22.628652889,34.107.243.93,10.0.2.15,443,38246,TCP,60
2026-03-22T00:42:22.628697983,10.0.2.15,34.107.243.93,38246,443,TCP,54
2026-03-22T00:42:22.630974559,10.0.2.15,34.107.243.93,0,0,TLSV1.3,571
2026-03-22T00:42:22.631240067,34.107.243.93,10.0.2.15,443,38246,TCP,60
2026-03-22T00:42:22.646672028,142.250.139.95,10.0.2.15,0,0,TLSV1.3,3010
2026-03-22T00:42:22.646717881,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.646672370,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.646958395,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.648038022,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.648063803,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.649453837,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.649470073,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.652115893,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.652146012,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.652889396,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.652900360,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.654653129,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.654668519,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.655363550,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.655374175,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.656613750,34.107.243.93,10.0.2.15,0,0,TLSV1.3,2934
2026-03-22T00:42:22.656627858,10.0.2.15,34.107.243.93,38246,443,TCP,54
2026-03-22T00:42:22.657179525,34.107.243.93,10.0.2.15,0,0,TLSV1.3,241
2026-03-22T00:42:22.657211411,10.0.2.15,34.107.243.93,38246,443,TCP,54
2026-03-22T00:42:22.657834884,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.657844176,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.659162645,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.659179635,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.660074068,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.661472939,10.0.2.15,34.107.243.93,0,0,TLSV1.3,118
2026-03-22T00:42:22.661950732,34.107.243.93,10.0.2.15,443,38246,TCP,60
2026-03-22T00:42:22.662165782,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.663985952,10.0.2.15,34.107.243.93,0,0,TLSV1.3,224
2026-03-22T00:42:22.664634025,34.107.243.93,10.0.2.15,443,38246,TCP,60
2026-03-22T00:42:22.673762241,142.250.139.95,10.0.2.15,0,0,TLSV1.3,5494
2026-03-22T00:42:22.673792147,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.674061820,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.675721064,142.250.139.95,10.0.2.15,0,0,TLSV1.3,4134
2026-03-22T00:42:22.675754041,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.678068215,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.678089344,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.678068413,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.678886301,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.682534763,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.682579147,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.683587484,142.250.139.95,10.0.2.15,0,0,TLSV1.3,8214
2026-03-22T00:42:22.686235245,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.686992986,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.686993243,34.107.243.93,10.0.2.15,0,0,TLSV1.3,672
2026-03-22T00:42:22.687023800,10.0.2.15,34.107.243.93,38246,443,TCP,54
2026-03-22T00:42:22.687705659,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.687705743,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.687895467,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.688771426,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.688786612,10.0.2.15,142.250.139.95,52742,443,TCP,54
2026-03-22T00:42:22.688771524,34.107.243.93,10.0.2.15,0,0,TLSV1.3,85
2026-03-22T00:42:22.688877406,10.0.2.15,34.107.243.93,38246,443,TCP,54
2026-03-22T00:42:22.690582605,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.691660500,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.693490177,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.693490365,142.250.139.95,10.0.2.15,0,0,TLSV1.3,1414
2026-03-22T00:42:22.693490392,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
2026-03-22T00:42:22.694772104,142.250.139.95,10.0.2.15,0,0,TLSV1.3,2774
